region	chr	midPos	Nsites
(83098,83597)(83100,83599)(83100,83600)	Mt	83350	501	0.101041
(83198,83697)(83200,83699)(83200,83700)	Mt	83450	501	0.098107
(83298,83797)(83300,83799)(83300,83800)	Mt	83550	501	0.106645
(83398,83897)(83400,83899)(83400,83900)	Mt	83650	501	0.108063
(83498,83997)(83500,83999)(83500,84000)	Mt	83750	501	0.115108
(83598,84097)(83600,84099)(83600,84100)	Mt	83850	501	0.109157
(83698,84197)(83700,84199)(83700,84200)	Mt	83950	501	0.110948
(83798,84297)(83800,84299)(83800,84300)	Mt	84050	501	0.108300
(83898,84397)(83900,84399)(83900,84400)	Mt	84150	501	0.106084
(83998,84497)(84000,84499)(84000,84500)	Mt	84250	501	0.103295
(84098,84597)(84100,84599)(84100,84600)	Mt	84350	501	0.112465
(84198,84697)(84200,84699)(84200,84700)	Mt	84450	501	0.117355
(84298,84797)(84300,84799)(84300,84800)	Mt	84550	501	0.118899
(84398,84897)(84400,84899)(84400,84900)	Mt	84650	501	0.120779
(84498,84997)(84500,84999)(84500,85000)	Mt	84750	501	0.131732
(84598,85097)(84600,85099)(84600,85100)	Mt	84850	501	0.126931
(84698,85197)(84700,85199)(84700,85200)	Mt	84950	501	0.124172
(84798,85297)(84800,85299)(84800,85300)	Mt	85050	501	0.133646
(84898,85397)(84900,85399)(84900,85400)	Mt	85150	501	0.138405
(84998,85497)(85000,85499)(85000,85500)	Mt	85250	501	0.126029
(85098,85597)(85100,85599)(85100,85600)	Mt	85350	501	0.127577
(85198,85697)(85200,85699)(85200,85700)	Mt	85450	501	0.125370
(85298,85797)(85300,85799)(85300,85800)	Mt	85550	501	0.116149
(85398,85897)(85400,85899)(85400,85900)	Mt	85650	501	0.117241
(85498,85997)(85500,85999)(85500,86000)	Mt	85750	501	0.113440
(85598,86097)(85600,86099)(85600,86100)	Mt	85850	501	0.116631
(85698,86197)(85700,86199)(85700,86200)	Mt	85950	501	0.112695
(85798,86297)(85800,86299)(85800,86300)	Mt	86050	501	0.106304
(85898,86397)(85900,86399)(85900,86400)	Mt	86150	501	0.096318
(85998,86497)(86000,86499)(86000,86500)	Mt	86250	501	0.098074
(86098,86597)(86100,86599)(86100,86600)	Mt	86350	501	0.086417
(86198,86697)(86200,86699)(86200,86700)	Mt	86450	501	0.091089
(86298,86797)(86300,86799)(86300,86800)	Mt	86550	501	0.099989
(86398,86897)(86400,86899)(86400,86900)	Mt	86650	501	0.100148
(86498,86997)(86500,86999)(86500,87000)	Mt	86750	501	0.095855
(86598,87097)(86600,87099)(86600,87100)	Mt	86850	501	0.106190
(86698,87197)(86700,87199)(86700,87200)	Mt	86950	501	0.104594
(86798,87297)(86800,87299)(86800,87300)	Mt	87050	501	0.098731
(86898,87397)(86900,87399)(86900,87400)	Mt	87150	501	0.103705
(86998,87497)(87000,87499)(87000,87500)	Mt	87250	501	0.104667
(87098,87597)(87100,87599)(87100,87600)	Mt	87350	501	0.103122
(87198,87697)(87200,87699)(87200,87700)	Mt	87450	501	0.094903
(87298,87797)(87300,87799)(87300,87800)	Mt	87550	501	0.102756
(87398,87897)(87400,87899)(87400,87900)	Mt	87650	501	0.095167
(87498,87997)(87500,87999)(87500,88000)	Mt	87750	501	0.094708
(87598,88097)(87600,88099)(87600,88100)	Mt	87850	501	0.090333
(87698,88197)(87700,88199)(87700,88200)	Mt	87950	501	0.099659
(87798,88297)(87800,88299)(87800,88300)	Mt	88050	501	0.096907
(87898,88397)(87900,88399)(87900,88400)	Mt	88150	501	0.105257
(87998,88497)(88000,88499)(88000,88500)	Mt	88250	501	0.120665
(88098,88597)(88100,88599)(88100,88600)	Mt	88350	501	0.126431
(88198,88697)(88200,88699)(88200,88700)	Mt	88450	501	0.122879
(88298,88797)(88300,88799)(88300,88800)	Mt	88550	501	0.124880
(88398,88897)(88400,88899)(88400,88900)	Mt	88650	501	0.120216
(88498,88997)(88500,88999)(88500,89000)	Mt	88750	501	0.104567
(88598,89097)(88600,89099)(88600,89100)	Mt	88850	501	0.101796
(88698,89197)(88700,89199)(88700,89200)	Mt	88950	501	0.109393
(88798,89297)(88800,89299)(88800,89300)	Mt	89050	501	0.114006
(88898,89397)(88900,89399)(88900,89400)	Mt	89150	501	0.107571
(88998,89497)(89000,89499)(89000,89500)	Mt	89250	501	0.114065
(89098,89597)(89100,89599)(89100,89600)	Mt	89350	501	0.109611
(89198,89697)(89200,89699)(89200,89700)	Mt	89450	501	0.112709
(89298,89797)(89300,89799)(89300,89800)	Mt	89550	501	0.101192
(89398,89897)(89400,89899)(89400,89900)	Mt	89650	501	0.110337
(89498,89997)(89500,89999)(89500,90000)	Mt	89750	501	0.109505
(89598,90097)(89600,90099)(89600,90100)	Mt	89850	501	0.110644
(89698,90197)(89700,90199)(89700,90200)	Mt	89950	501	0.109116
(89798,90297)(89800,90299)(89800,90300)	Mt	90050	501	0.110100
(89898,90397)(89900,90399)(89900,90400)	Mt	90150	501	0.108495
(89998,90497)(90000,90499)(90000,90500)	Mt	90250	501	0.107604
(90098,90597)(90100,90599)(90100,90600)	Mt	90350	501	0.106322
(90198,90697)(90200,90699)(90200,90700)	Mt	90450	501	0.110961
(90298,90797)(90300,90799)(90300,90800)	Mt	90550	501	0.121170
(90398,90897)(90400,90899)(90400,90900)	Mt	90650	501	0.120756
(90498,90997)(90500,90999)(90500,91000)	Mt	90750	501	0.122396
(90598,91097)(90600,91099)(90600,91100)	Mt	90850	501	0.120687
(90698,91197)(90700,91199)(90700,91200)	Mt	90950	501	0.115529
(90798,91297)(90800,91299)(90800,91300)	Mt	91050	501	0.103308
(90898,91397)(90900,91399)(90900,91400)	Mt	91150	501	0.097860
(90998,91497)(91000,91499)(91000,91500)	Mt	91250	501	0.093523
(91098,91597)(91100,91599)(91100,91600)	Mt	91350	501	0.096496
(91198,91697)(91200,91699)(91200,91700)	Mt	91450	501	0.091282
(91298,91797)(91300,91799)(91300,91800)	Mt	91550	501	0.093100
(91398,91897)(91400,91899)(91400,91900)	Mt	91650	501	0.098864
(91498,91997)(91500,91999)(91500,92000)	Mt	91750	501	0.109212
(91598,92097)(91600,92099)(91600,92100)	Mt	91850	501	0.114724
(91698,92197)(91700,92199)(91700,92200)	Mt	91950	501	0.111491
(91798,92297)(91800,92299)(91800,92300)	Mt	92050	501	0.120458
(91898,92397)(91900,92399)(91900,92400)	Mt	92150	501	0.117362
(91998,92497)(92000,92499)(92000,92500)	Mt	92250	501	0.105942
(92098,92597)(92100,92599)(92100,92600)	Mt	92350	501	0.105962
(92198,92697)(92200,92699)(92200,92700)	Mt	92450	501	0.110494
(92298,92797)(92300,92799)(92300,92800)	Mt	92550	501	0.097920
(92398,92897)(92400,92899)(92400,92900)	Mt	92650	501	0.099876
(92498,92997)(92500,92999)(92500,93000)	Mt	92750	501	0.103259
(92598,93097)(92600,93099)(92600,93100)	Mt	92850	501	0.101425
(92698,93197)(92700,93199)(92700,93200)	Mt	92950	501	0.105623
(92798,93297)(92800,93299)(92800,93300)	Mt	93050	501	0.101890
(92898,93397)(92900,93399)(92900,93400)	Mt	93150	501	0.105138
(92998,93497)(93000,93499)(93000,93500)	Mt	93250	501	0.108112
(93098,93597)(93100,93599)(93100,93600)	Mt	93350	501	0.104032
(93198,93697)(93200,93699)(93200,93700)	Mt	93450	501	0.099122
(93298,93797)(93300,93799)(93300,93800)	Mt	93550	501	0.109993
(93398,93897)(93400,93899)(93400,93900)	Mt	93650	501	0.103793
(93498,93997)(93500,93999)(93500,94000)	Mt	93750	501	0.100565
(93598,94097)(93600,94099)(93600,94100)	Mt	93850	501	0.100228
(93698,94197)(93700,94199)(93700,94200)	Mt	93950	501	0.098821
(93798,94297)(93800,94299)(93800,94300)	Mt	94050	501	0.102158
(93898,94397)(93900,94399)(93900,94400)	Mt	94150	501	0.101309
(93998,94497)(94000,94499)(94000,94500)	Mt	94250	501	0.109093
(94098,94597)(94100,94599)(94100,94600)	Mt	94350	501	0.107967
(94198,94697)(94200,94699)(94200,94700)	Mt	94450	501	0.111752
(94298,94797)(94300,94799)(94300,94800)	Mt	94550	501	0.116781
(94398,94897)(94400,94899)(94400,94900)	Mt	94650	501	0.126611
(94498,94997)(94500,94999)(94500,95000)	Mt	94750	501	0.125417
(94598,95097)(94600,95099)(94600,95100)	Mt	94850	501	0.129038
(94698,95197)(94700,95199)(94700,95200)	Mt	94950	501	0.124830
(94798,95297)(94800,95299)(94800,95300)	Mt	95050	501	0.113834
(94898,95397)(94900,95399)(94900,95400)	Mt	95150	501	0.105084
(94998,95497)(95000,95499)(95000,95500)	Mt	95250	501	0.097396
(95098,95597)(95100,95599)(95100,95600)	Mt	95350	501	0.096247
(95198,95697)(95200,95699)(95200,95700)	Mt	95450	501	0.096588
(95298,95797)(95300,95799)(95300,95800)	Mt	95550	501	0.103627
(95398,95897)(95400,95899)(95400,95900)	Mt	95650	501	0.102261
(95498,95997)(95500,95999)(95500,96000)	Mt	95750	501	0.101342
(95598,96097)(95600,96099)(95600,96100)	Mt	95850	501	0.109755
(95698,96197)(95700,96199)(95700,96200)	Mt	95950	501	0.107063
(95798,96297)(95800,96299)(95800,96300)	Mt	96050	501	0.097630
(95898,96397)(95900,96399)(95900,96400)	Mt	96150	501	0.106797
(95998,96497)(96000,96499)(96000,96500)	Mt	96250	501	0.112164
(96098,96597)(96100,96599)(96100,96600)	Mt	96350	501	0.108855
(96198,96697)(96200,96699)(96200,96700)	Mt	96450	501	0.108779
(96298,96797)(96300,96799)(96300,96800)	Mt	96550	501	0.115431
(96398,96897)(96400,96899)(96400,96900)	Mt	96650	501	0.114327
(96498,96997)(96500,96999)(96500,97000)	Mt	96750	501	0.111946
(96598,97097)(96600,97099)(96600,97100)	Mt	96850	501	0.106385
(96698,97197)(96700,97199)(96700,97200)	Mt	96950	501	0.111089
(96798,97297)(96800,97299)(96800,97300)	Mt	97050	501	0.103616
(96898,97397)(96900,97399)(96900,97400)	Mt	97150	501	0.108939
(96998,97497)(97000,97499)(97000,97500)	Mt	97250	501	0.115445
(97098,97597)(97100,97599)(97100,97600)	Mt	97350	501	0.115360
(97198,97697)(97200,97699)(97200,97700)	Mt	97450	501	0.111417
(97298,97797)(97300,97799)(97300,97800)	Mt	97550	501	0.110907
(97398,97897)(97400,97899)(97400,97900)	Mt	97650	501	0.101437
(97498,97997)(97500,97999)(97500,98000)	Mt	97750	501	0.085598
(97598,98097)(97600,98099)(97600,98100)	Mt	97850	501	0.087833
(97698,98197)(97700,98199)(97700,98200)	Mt	97950	501	0.096803
(97798,98297)(97800,98299)(97800,98300)	Mt	98050	501	0.102309
(97898,98397)(97900,98399)(97900,98400)	Mt	98150	501	0.098188
(97998,98497)(98000,98499)(98000,98500)	Mt	98250	501	0.103660
(98098,98597)(98100,98599)(98100,98600)	Mt	98350	501	0.105008
(98198,98697)(98200,98699)(98200,98700)	Mt	98450	501	0.096515
(98298,98797)(98300,98799)(98300,98800)	Mt	98550	501	0.093634
(98398,98897)(98400,98899)(98400,98900)	Mt	98650	501	0.096607
(98498,98997)(98500,98999)(98500,99000)	Mt	98750	501	0.100097
(98598,99097)(98600,99099)(98600,99100)	Mt	98850	501	0.099347
(98698,99197)(98700,99199)(98700,99200)	Mt	98950	501	0.105471
(98798,99297)(98800,99299)(98800,99300)	Mt	99050	501	0.102335
(98898,99397)(98900,99399)(98900,99400)	Mt	99150	501	0.102654
(98998,99497)(99000,99499)(99000,99500)	Mt	99250	501	0.101012
(99098,99597)(99100,99599)(99100,99600)	Mt	99350	501	0.100476
(99198,99697)(99200,99699)(99200,99700)	Mt	99450	501	0.105451
(99298,99797)(99300,99799)(99300,99800)	Mt	99550	501	0.110328
(99398,99897)(99400,99899)(99400,99900)	Mt	99650	501	0.114343
(99498,99997)(99500,99999)(99500,100000)	Mt	99750	501	0.113327
(99598,100097)(99600,100099)(99600,100100)	Mt	99850	501	0.108493
(99698,100197)(99700,100199)(99700,100200)	Mt	99950	501	0.096496
(99798,100297)(99800,100299)(99800,100300)	Mt	100050	501	0.095160
(99898,100397)(99900,100399)(99900,100400)	Mt	100150	501	0.098513
(99998,100497)(100000,100499)(100000,100500)	Mt	100250	501	0.093848
(100098,100597)(100100,100599)(100100,100600)	Mt	100350	501	0.093752
(100198,100697)(100200,100699)(100200,100700)	Mt	100450	501	0.100982
(100298,100797)(100300,100799)(100300,100800)	Mt	100550	501	0.115709
(100398,100897)(100400,100899)(100400,100900)	Mt	100650	501	0.111814
(100498,100997)(100500,100999)(100500,101000)	Mt	100750	501	0.112558
(100598,101097)(100600,101099)(100600,101100)	Mt	100850	501	0.129028
(100698,101197)(100700,101199)(100700,101200)	Mt	100950	501	0.126775
(100798,101297)(100800,101299)(100800,101300)	Mt	101050	501	0.114333
(100898,101397)(100900,101399)(100900,101400)	Mt	101150	501	0.111284
(100998,101497)(101000,101499)(101000,101500)	Mt	101250	501	0.121404
(101098,101597)(101100,101599)(101100,101600)	Mt	101350	501	0.106345
(101198,101697)(101200,101699)(101200,101700)	Mt	101450	501	0.113833
(101298,101797)(101300,101799)(101300,101800)	Mt	101550	501	0.115935
(101398,101897)(101400,101899)(101400,101900)	Mt	101650	501	0.112751
(101498,101997)(101500,101999)(101500,102000)	Mt	101750	501	0.111579
(101598,102097)(101600,102099)(101600,102100)	Mt	101850	501	0.118935
(101698,102197)(101700,102199)(101700,102200)	Mt	101950	501	0.110974
(101798,102297)(101800,102299)(101800,102300)	Mt	102050	501	0.108309
(101898,102397)(101900,102399)(101900,102400)	Mt	102150	501	0.120739
(101998,102497)(102000,102499)(102000,102500)	Mt	102250	501	0.117115
(102098,102597)(102100,102599)(102100,102600)	Mt	102350	501	0.117562
(102198,102697)(102200,102699)(102200,102700)	Mt	102450	501	0.123221
(102298,102797)(102300,102799)(102300,102800)	Mt	102550	501	0.118089
(102398,102897)(102400,102899)(102400,102900)	Mt	102650	501	0.107494
(102498,102997)(102500,102999)(102500,103000)	Mt	102750	501	0.118830
(102598,103097)(102600,103099)(102600,103100)	Mt	102850	501	0.108854
(102698,103197)(102700,103199)(102700,103200)	Mt	102950	501	0.099191
(102798,103297)(102800,103299)(102800,103300)	Mt	103050	501	0.107954
(102898,103397)(102900,103399)(102900,103400)	Mt	103150	501	0.109957
(102998,103497)(103000,103499)(103000,103500)	Mt	103250	501	0.101941
(103098,103597)(103100,103599)(103100,103600)	Mt	103350	501	0.104911
(103198,103697)(103200,103699)(103200,103700)	Mt	103450	501	0.118057
(103298,103797)(103300,103799)(103300,103800)	Mt	103550	501	0.119792
(103398,103897)(103400,103899)(103400,103900)	Mt	103650	501	0.119103
(103498,103997)(103500,103999)(103500,104000)	Mt	103750	501	0.112007
(103598,104097)(103600,104099)(103600,104100)	Mt	103850	501	0.114994
(103698,104197)(103700,104199)(103700,104200)	Mt	103950	501	0.106848
(103798,104297)(103800,104299)(103800,104300)	Mt	104050	501	0.099583
(103898,104397)(103900,104399)(103900,104400)	Mt	104150	501	0.108255
(103998,104497)(104000,104499)(104000,104500)	Mt	104250	501	0.116278
(104098,104597)(104100,104599)(104100,104600)	Mt	104350	501	0.114623
(104198,104697)(104200,104699)(104200,104700)	Mt	104450	501	0.115254
(104298,104797)(104300,104799)(104300,104800)	Mt	104550	501	0.120115
(104398,104897)(104400,104899)(104400,104900)	Mt	104650	501	0.114635
(104498,104997)(104500,104999)(104500,105000)	Mt	104750	501	0.109066
(104598,105097)(104600,105099)(104600,105100)	Mt	104850	501	0.105732
(104698,105197)(104700,105199)(104700,105200)	Mt	104950	501	0.114041
(104798,105297)(104800,105299)(104800,105300)	Mt	105050	501	0.110148
(104898,105397)(104900,105399)(104900,105400)	Mt	105150	501	0.105374
(104998,105497)(105000,105499)(105000,105500)	Mt	105250	501	0.105044
(105098,105597)(105100,105599)(105100,105600)	Mt	105350	501	0.107729
(105198,105697)(105200,105699)(105200,105700)	Mt	105450	501	0.094642
(105298,105797)(105300,105799)(105300,105800)	Mt	105550	501	0.094736
(105398,105897)(105400,105899)(105400,105900)	Mt	105650	501	0.091214
(105498,105997)(105500,105999)(105500,106000)	Mt	105750	501	0.088317
(105598,106097)(105600,106099)(105600,106100)	Mt	105850	501	0.089156
(105698,106197)(105700,106199)(105700,106200)	Mt	105950	501	0.103044
(105798,106297)(105800,106299)(105800,106300)	Mt	106050	501	0.105757
(105898,106397)(105900,106399)(105900,106400)	Mt	106150	501	0.111962
(105998,106497)(106000,106499)(106000,106500)	Mt	106250	501	0.110806
(106098,106597)(106100,106599)(106100,106600)	Mt	106350	501	0.111383
(106198,106697)(106200,106699)(106200,106700)	Mt	106450	501	0.102094
(106298,106797)(106300,106799)(106300,106800)	Mt	106550	501	0.112190
(106398,106897)(106400,106899)(106400,106900)	Mt	106650	501	0.106749
(106498,106997)(106500,106999)(106500,107000)	Mt	106750	501	0.106355
(106598,107097)(106600,107099)(106600,107100)	Mt	106850	501	0.099221
(106698,107197)(106700,107199)(106700,107200)	Mt	106950	501	0.103898
(106798,107297)(106800,107299)(106800,107300)	Mt	107050	501	0.090537
(106898,107397)(106900,107399)(106900,107400)	Mt	107150	501	0.102540
(106998,107497)(107000,107499)(107000,107500)	Mt	107250	501	0.106798
(107098,107597)(107100,107599)(107100,107600)	Mt	107350	501	0.116632
(107198,107697)(107200,107699)(107200,107700)	Mt	107450	501	0.113003
(107298,107797)(107300,107799)(107300,107800)	Mt	107550	501	0.110203
(107398,107897)(107400,107899)(107400,107900)	Mt	107650	501	0.108607
(107498,107997)(107500,107999)(107500,108000)	Mt	107750	501	0.113768
(107598,108097)(107600,108099)(107600,108100)	Mt	107850	501	0.104733
(107698,108197)(107700,108199)(107700,108200)	Mt	107950	501	0.098224
(107798,108297)(107800,108299)(107800,108300)	Mt	108050	501	0.099464
(107898,108397)(107900,108399)(107900,108400)	Mt	108150	501	0.100455
(107998,108497)(108000,108499)(108000,108500)	Mt	108250	501	0.095944
(108098,108597)(108100,108599)(108100,108600)	Mt	108350	501	0.105963
(108198,108697)(108200,108699)(108200,108700)	Mt	108450	501	0.102650
(108298,108797)(108300,108799)(108300,108800)	Mt	108550	501	0.109899
(108398,108897)(108400,108899)(108400,108900)	Mt	108650	501	0.094235
(108498,108997)(108500,108999)(108500,109000)	Mt	108750	501	0.090594
(108598,109097)(108600,109099)(108600,109100)	Mt	108850	501	0.087017
(108698,109197)(108700,109199)(108700,109200)	Mt	108950	501	0.089467
(108798,109297)(108800,109299)(108800,109300)	Mt	109050	501	0.088855
(108898,109397)(108900,109399)(108900,109400)	Mt	109150	501	0.103133
(108998,109497)(109000,109499)(109000,109500)	Mt	109250	501	0.101430
(109098,109597)(109100,109599)(109100,109600)	Mt	109350	501	0.099953
(109198,109697)(109200,109699)(109200,109700)	Mt	109450	501	0.107058
(109298,109797)(109300,109799)(109300,109800)	Mt	109550	501	0.104923
(109398,109897)(109400,109899)(109400,109900)	Mt	109650	501	0.101626
(109498,109997)(109500,109999)(109500,110000)	Mt	109750	501	0.106804
(109598,110097)(109600,110099)(109600,110100)	Mt	109850	501	0.102559
(109698,110197)(109700,110199)(109700,110200)	Mt	109950	501	0.102033
(109798,110297)(109800,110299)(109800,110300)	Mt	110050	501	0.113191
(109898,110397)(109900,110399)(109900,110400)	Mt	110150	501	0.110239
(109998,110497)(110000,110499)(110000,110500)	Mt	110250	501	0.110168
(110098,110597)(110100,110599)(110100,110600)	Mt	110350	501	0.108594
(110198,110697)(110200,110699)(110200,110700)	Mt	110450	501	0.111074
(110298,110797)(110300,110799)(110300,110800)	Mt	110550	501	0.096227
(110398,110897)(110400,110899)(110400,110900)	Mt	110650	501	0.104678
(110498,110997)(110500,110999)(110500,111000)	Mt	110750	501	0.108427
(110598,111097)(110600,111099)(110600,111100)	Mt	110850	501	0.111896
(110698,111197)(110700,111199)(110700,111200)	Mt	110950	501	0.108008
(110798,111297)(110800,111299)(110800,111300)	Mt	111050	501	0.111497
(110898,111397)(110900,111399)(110900,111400)	Mt	111150	501	0.101775
(110998,111497)(111000,111499)(111000,111500)	Mt	111250	501	0.100513
(111098,111597)(111100,111599)(111100,111600)	Mt	111350	501	0.101719
(111198,111697)(111200,111699)(111200,111700)	Mt	111450	501	0.101045
(111298,111797)(111300,111799)(111300,111800)	Mt	111550	501	0.101572
(111398,111897)(111400,111899)(111400,111900)	Mt	111650	501	0.107741
(111498,111997)(111500,111999)(111500,112000)	Mt	111750	501	0.110534
(111598,112097)(111600,112099)(111600,112100)	Mt	111850	501	0.112146
(111698,112197)(111700,112199)(111700,112200)	Mt	111950	501	0.114359
(111798,112297)(111800,112299)(111800,112300)	Mt	112050	501	0.112093
(111898,112397)(111900,112399)(111900,112400)	Mt	112150	501	0.116222
(111998,112497)(112000,112499)(112000,112500)	Mt	112250	501	0.116335
(112098,112597)(112100,112599)(112100,112600)	Mt	112350	501	0.115120
(112198,112697)(112200,112699)(112200,112700)	Mt	112450	501	0.113434
(112298,112797)(112300,112799)(112300,112800)	Mt	112550	501	0.125904
(112398,112897)(112400,112899)(112400,112900)	Mt	112650	501	0.117522
(112498,112997)(112500,112999)(112500,113000)	Mt	112750	501	0.107765
(112598,113097)(112600,113099)(112600,113100)	Mt	112850	501	0.108095
(112698,113197)(112700,113199)(112700,113200)	Mt	112950	501	0.103865
(112798,113297)(112800,113299)(112800,113300)	Mt	113050	501	0.093619
(112898,113397)(112900,113399)(112900,113400)	Mt	113150	501	0.093533
(112998,113497)(113000,113499)(113000,113500)	Mt	113250	501	0.107763
(113098,113597)(113100,113599)(113100,113600)	Mt	113350	501	0.107963
(113198,113697)(113200,113699)(113200,113700)	Mt	113450	501	0.118428
(113298,113797)(113300,113799)(113300,113800)	Mt	113550	501	0.113243
(113398,113897)(113400,113899)(113400,113900)	Mt	113650	501	0.107874
(113498,113997)(113500,113999)(113500,114000)	Mt	113750	501	0.107813
(113598,114097)(113600,114099)(113600,114100)	Mt	113850	501	0.107790
(113698,114197)(113700,114199)(113700,114200)	Mt	113950	501	0.099956
(113798,114297)(113800,114299)(113800,114300)	Mt	114050	501	0.107820
(113898,114397)(113900,114399)(113900,114400)	Mt	114150	501	0.112704
(113998,114497)(114000,114499)(114000,114500)	Mt	114250	501	0.106343
(114098,114597)(114100,114599)(114100,114600)	Mt	114350	501	0.107554
(114198,114697)(114200,114699)(114200,114700)	Mt	114450	501	0.113796
(114298,114797)(114300,114799)(114300,114800)	Mt	114550	501	0.115500
(114398,114897)(114400,114899)(114400,114900)	Mt	114650	501	0.114667
(114498,114997)(114500,114999)(114500,115000)	Mt	114750	501	0.112245
(114598,115097)(114600,115099)(114600,115100)	Mt	114850	501	0.112374
(114698,115197)(114700,115199)(114700,115200)	Mt	114950	501	0.102331
(114798,115297)(114800,115299)(114800,115300)	Mt	115050	501	0.090063
(114898,115397)(114900,115399)(114900,115400)	Mt	115150	501	0.097906
(114998,115497)(115000,115499)(115000,115500)	Mt	115250	501	0.100389
(115098,115597)(115100,115599)(115100,115600)	Mt	115350	501	0.105723
(115198,115697)(115200,115699)(115200,115700)	Mt	115450	501	0.114601
(115298,115797)(115300,115799)(115300,115800)	Mt	115550	501	0.123179
(115398,115897)(115400,115899)(115400,115900)	Mt	115650	501	0.118749
(115498,115997)(115500,115999)(115500,116000)	Mt	115750	501	0.120466
(115598,116097)(115600,116099)(115600,116100)	Mt	115850	501	0.120494
(115698,116197)(115700,116199)(115700,116200)	Mt	115950	501	0.119663
(115798,116297)(115800,116299)(115800,116300)	Mt	116050	501	0.111479
(115898,116397)(115900,116399)(115900,116400)	Mt	116150	501	0.115948
(115998,116497)(116000,116499)(116000,116500)	Mt	116250	501	0.110199
(116098,116597)(116100,116599)(116100,116600)	Mt	116350	501	0.110494
(116198,116697)(116200,116699)(116200,116700)	Mt	116450	501	0.112627
(116298,116797)(116300,116799)(116300,116800)	Mt	116550	501	0.115672
(116398,116897)(116400,116899)(116400,116900)	Mt	116650	501	0.111758
(116498,116997)(116500,116999)(116500,117000)	Mt	116750	501	0.111644
(116598,117097)(116600,117099)(116600,117100)	Mt	116850	501	0.104498
(116698,117197)(116700,117199)(116700,117200)	Mt	116950	501	0.103973
(116798,117297)(116800,117299)(116800,117300)	Mt	117050	501	0.107508
(116898,117397)(116900,117399)(116900,117400)	Mt	117150	501	0.106573
(116998,117497)(117000,117499)(117000,117500)	Mt	117250	501	0.107648
(117098,117597)(117100,117599)(117100,117600)	Mt	117350	501	0.106673
(117198,117697)(117200,117699)(117200,117700)	Mt	117450	501	0.101715
(117298,117797)(117300,117799)(117300,117800)	Mt	117550	501	0.100768
(117398,117897)(117400,117899)(117400,117900)	Mt	117650	501	0.105106
(117498,117997)(117500,117999)(117500,118000)	Mt	117750	501	0.110772
(117598,118097)(117600,118099)(117600,118100)	Mt	117850	501	0.109144
(117698,118197)(117700,118199)(117700,118200)	Mt	117950	501	0.110244
(117798,118297)(117800,118299)(117800,118300)	Mt	118050	501	0.105467
(117898,118397)(117900,118399)(117900,118400)	Mt	118150	501	0.099173
(117998,118497)(118000,118499)(118000,118500)	Mt	118250	501	0.094384
(118098,118597)(118100,118599)(118100,118600)	Mt	118350	501	0.093721
(118198,118697)(118200,118699)(118200,118700)	Mt	118450	501	0.090556
(118298,118797)(118300,118799)(118300,118800)	Mt	118550	501	0.096007
(118398,118897)(118400,118899)(118400,118900)	Mt	118650	501	0.099118
(118498,118997)(118500,118999)(118500,119000)	Mt	118750	501	0.102468
(118598,119097)(118600,119099)(118600,119100)	Mt	118850	501	0.102534
(118698,119197)(118700,119199)(118700,119200)	Mt	118950	501	0.104925
(118798,119297)(118800,119299)(118800,119300)	Mt	119050	501	0.101906
(118898,119397)(118900,119399)(118900,119400)	Mt	119150	501	0.098239
(118998,119497)(119000,119499)(119000,119500)	Mt	119250	501	0.099178
(119098,119597)(119100,119599)(119100,119600)	Mt	119350	501	0.102295
(119198,119697)(119200,119699)(119200,119700)	Mt	119450	501	0.101521
(119298,119797)(119300,119799)(119300,119800)	Mt	119550	501	0.107179
(119398,119897)(119400,119899)(119400,119900)	Mt	119650	501	0.109050
(119498,119997)(119500,119999)(119500,120000)	Mt	119750	501	0.110977
(119598,120097)(119600,120099)(119600,120100)	Mt	119850	501	0.110679
(119698,120197)(119700,120199)(119700,120200)	Mt	119950	501	0.116933
(119798,120297)(119800,120299)(119800,120300)	Mt	120050	501	0.122486
(119898,120397)(119900,120399)(119900,120400)	Mt	120150	501	0.125239
(119998,120497)(120000,120499)(120000,120500)	Mt	120250	501	0.118032
(120098,120597)(120100,120599)(120100,120600)	Mt	120350	501	0.128365
(120198,120697)(120200,120699)(120200,120700)	Mt	120450	501	0.124215
(120298,120797)(120300,120799)(120300,120800)	Mt	120550	501	0.121136
(120398,120897)(120400,120899)(120400,120900)	Mt	120650	501	0.122881
(120498,120997)(120500,120999)(120500,121000)	Mt	120750	501	0.121718
(120598,121097)(120600,121099)(120600,121100)	Mt	120850	501	0.111961
(120698,121197)(120700,121199)(120700,121200)	Mt	120950	501	0.110362
(120798,121297)(120800,121299)(120800,121300)	Mt	121050	501	0.112783
(120898,121397)(120900,121399)(120900,121400)	Mt	121150	501	0.112088
(120998,121497)(121000,121499)(121000,121500)	Mt	121250	501	0.116483
(121098,121597)(121100,121599)(121100,121600)	Mt	121350	501	0.115574
(121198,121697)(121200,121699)(121200,121700)	Mt	121450	501	0.113792
(121298,121797)(121300,121799)(121300,121800)	Mt	121550	501	0.119486
(121398,121897)(121400,121899)(121400,121900)	Mt	121650	501	0.121297
(121498,121997)(121500,121999)(121500,122000)	Mt	121750	501	0.113034
(121598,122097)(121600,122099)(121600,122100)	Mt	121850	501	0.115732
(121698,122197)(121700,122199)(121700,122200)	Mt	121950	501	0.119898
(121798,122297)(121800,122299)(121800,122300)	Mt	122050	501	0.109973
