#Chromo	Pos	Watterson	Pairwise	thetaSingleton	thetaH	thetaL
J02459.1	6097	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6098	-36.678101	-37.292953	-35.683998	-39.489574	-37.880680
J02459.1	6099	-33.665840	-34.238155	-32.654694	-36.403397	-34.822697
J02459.1	6100	-36.678101	-37.292953	-35.683998	-39.489574	-37.880680
J02459.1	6101	-26.126446	-25.690126	-29.084320	-25.701504	-25.695799
J02459.1	6102	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6103	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6104	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6105	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6106	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6107	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6108	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6109	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6110	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6111	-33.244114	-33.812332	-32.218216	-35.990688	-34.398216
J02459.1	6112	-33.244114	-33.812332	-32.218216	-35.990688	-34.398216
J02459.1	6113	-33.244114	-33.812332	-32.218216	-35.990688	-34.398216
J02459.1	6114	-33.244114	-33.812332	-32.218216	-35.990688	-34.398216
J02459.1	6115	-9.475842	-9.023717	-25.747913	-9.023718	-9.023718
J02459.1	6116	-33.244114	-33.812332	-32.218216	-35.990688	-34.398216
J02459.1	6117	-27.167557	-26.752008	-29.233852	-26.777235	-26.764542
J02459.1	6118	-27.167557	-26.752008	-29.233852	-26.777235	-26.764542
J02459.1	6119	-30.008602	-29.883444	-29.917969	-30.145155	-30.005762
J02459.1	6120	-34.641220	-35.210114	-33.604526	-37.402546	-35.797420
J02459.1	6121	-32.267323	-32.783409	-31.286280	-34.774441	-33.348553
J02459.1	6122	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6123	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6124	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6125	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6126	-32.267323	-32.783409	-31.286280	-34.774441	-33.348553
J02459.1	6127	-32.267323	-32.783409	-31.286280	-34.774441	-33.348553
J02459.1	6128	-32.267323	-32.783409	-31.286280	-34.774441	-33.348553
J02459.1	6129	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6130	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6131	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6132	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6133	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6134	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6135	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6136	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6137	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6138	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6139	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6140	-36.678101	-37.292953	-35.683998	-39.489574	-37.880680
J02459.1	6141	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6142	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6143	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6144	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6145	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6146	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6147	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6148	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6149	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6150	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6151	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6152	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6153	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6154	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6155	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6156	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6157	-36.678101	-37.292953	-35.683998	-39.489574	-37.880680
J02459.1	6158	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6159	-33.085365	-33.644897	-32.061321	-35.810337	-34.229462
J02459.1	6160	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6161	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6162	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6163	-35.068661	-35.625977	-34.023212	-37.814919	-36.212933
J02459.1	6164	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6165	-33.769379	-34.338036	-32.741756	-36.519024	-34.924187
J02459.1	6166	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6167	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6168	-35.068661	-35.625977	-34.023212	-37.814919	-36.212933
J02459.1	6169	-33.769379	-34.338036	-32.741756	-36.519024	-34.924187
J02459.1	6170	-35.068661	-35.625977	-34.023212	-37.814919	-36.212933
J02459.1	6171	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6172	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6173	-36.678101	-37.292953	-35.683998	-39.489574	-37.880680
J02459.1	6174	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6175	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6176	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6177	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6178	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6179	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6180	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6181	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6182	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6183	-31.457745	-31.840658	-30.602112	-33.109814	-32.286110
J02459.1	6184	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6185	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6186	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6187	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6188	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6189	-31.457745	-31.840658	-30.602112	-33.109814	-32.286110
J02459.1	6190	-34.641220	-35.210114	-33.604526	-37.402546	-35.797420
J02459.1	6191	-31.457745	-31.840658	-30.602112	-33.109814	-32.286110
J02459.1	6192	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6193	-30.008602	-29.883440	-29.917969	-30.145151	-30.005758
J02459.1	6194	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6195	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6196	-34.641220	-35.210114	-33.604526	-37.402546	-35.797420
J02459.1	6197	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6198	-34.641220	-35.210114	-33.604526	-37.402546	-35.797420
J02459.1	6199	-34.641220	-35.210114	-33.604526	-37.402546	-35.797420
J02459.1	6200	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6201	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6202	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6203	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6204	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6205	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6206	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6207	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6208	-19.467562	-19.015568	-27.746468	-19.015699	-19.015633
J02459.1	6209	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6210	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6211	-30.894276	-31.296432	-30.023235	-32.653122	-31.760445
J02459.1	6212	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6213	-35.984955	-36.599316	-34.990841	-38.795334	-37.186981
J02459.1	6214	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6215	-35.984955	-36.599316	-34.990841	-38.795334	-37.186981
J02459.1	6216	-35.984955	-36.599316	-34.990841	-38.795334	-37.186981
J02459.1	6217	-35.984955	-36.599316	-34.990841	-38.795334	-37.186981
J02459.1	6218	-35.984955	-36.599316	-34.990841	-38.795334	-37.186981
J02459.1	6219	-35.378818	-35.905193	-34.297684	-38.100014	-36.492741
J02459.1	6220	-31.457745	-31.840656	-30.602112	-33.109806	-32.286106
J02459.1	6221	-30.008602	-29.883408	-29.917969	-30.145107	-30.005720
J02459.1	6222	-33.970051	-34.513123	-32.911373	-36.700817	-35.099953
J02459.1	6223	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6224	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6225	-27.167334	-26.751757	-29.233852	-26.776976	-26.764288
J02459.1	6226	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6227	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6228	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6229	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6230	-27.167532	-26.751986	-29.233852	-26.777212	-26.764519
J02459.1	6231	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	6232	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	6233	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	6234	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	6235	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	6236	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	6237	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	6238	-23.811569	-23.362421	-28.549761	-23.364759	-23.363590
J02459.1	6239	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	6240	-16.830376	-16.378284	-26.647787	-16.378326	-16.378305
J02459.1	6241	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6242	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6243	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6244	-20.400017	-19.948149	-27.865694	-19.948393	-19.948271
J02459.1	6245	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6246	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6247	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6248	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6249	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6250	-20.400017	-19.948149	-27.865694	-19.948393	-19.948271
J02459.1	6251	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6252	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6253	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6254	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6255	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6256	-20.399958	-19.948092	-27.865694	-19.948336	-19.948214
J02459.1	6257	-16.983665	-16.531567	-27.181654	-16.531595	-16.531580
J02459.1	6258	-30.226051	-30.534370	-29.445593	-31.551088	-30.918724
J02459.1	6259	-16.983706	-16.531605	-27.181654	-16.531635	-16.531620
J02459.1	6260	-31.103415	-31.607796	-30.138748	-33.524773	-32.163750
J02459.1	6261	-31.836542	-32.379837	-30.831905	-34.495121	-32.959118
J02459.1	6262	-31.103415	-31.607737	-30.138748	-33.524399	-32.163651
J02459.1	6263	-31.836542	-32.379822	-30.831905	-34.495041	-32.959099
J02459.1	6264	-31.836542	-32.379822	-30.831905	-34.495041	-32.959099
J02459.1	6265	-31.836542	-32.379822	-30.831905	-34.495041	-32.959099
J02459.1	6266	-31.836542	-32.379822	-30.831905	-34.495041	-32.959099
J02459.1	6267	-31.836542	-32.379822	-30.831905	-34.495041	-32.959099
J02459.1	6268	-31.836542	-32.379822	-30.831905	-34.495041	-32.959099
J02459.1	6269	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	6270	-32.550964	-33.103996	-31.525061	-35.263679	-33.687965
J02459.1	6271	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6272	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6273	-27.167334	-26.751757	-29.233852	-26.776976	-26.764288
J02459.1	6274	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6275	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6276	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6277	-27.167532	-26.751986	-29.233852	-26.777212	-26.764519
J02459.1	6278	-33.244114	-33.812332	-32.218216	-35.990684	-34.398216
J02459.1	6279	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6280	-33.970051	-34.513126	-32.911373	-36.700821	-35.099953
J02459.1	6281	-34.641220	-35.210114	-33.604526	-37.402546	-35.797420
J02459.1	6282	-34.641220	-35.210114	-33.604526	-37.402546	-35.797420
J02459.1	6283	-31.457745	-31.840658	-30.602112	-33.109814	-32.286110
J02459.1	6284	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6285	-32.267323	-32.783409	-31.286280	-34.774441	-33.348553
J02459.1	6286	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6287	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6288	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6289	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6290	-31.457745	-31.840658	-30.602112	-33.109814	-32.286110
J02459.1	6291	-31.457745	-31.840658	-30.602112	-33.109814	-32.286110
J02459.1	6292	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6293	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6294	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6295	-31.680887	-32.202614	-30.701960	-34.210190	-32.769733
J02459.1	6296	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6297	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6298	-32.267323	-32.783409	-31.286280	-34.774441	-33.348553
J02459.1	6299	-32.267323	-32.783409	-31.286280	-34.774441	-33.348553
J02459.1	6300	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6301	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6302	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6303	-32.267323	-32.783409	-31.286280	-34.774441	-33.348553
J02459.1	6304	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6305	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6306	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6307	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6308	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6309	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6310	-32.267323	-32.783409	-31.286280	-34.774441	-33.348553
J02459.1	6311	-35.378818	-35.905193	-34.297684	-38.100018	-36.492741
J02459.1	6312	-32.267323	-32.783409	-31.286280	-34.774441	-33.348553
J02459.1	6313	-34.641220	-35.210114	-33.604526	-37.402546	-35.797420
J02459.1	6314	-34.641220	-35.210114	-33.604526	-37.402546	-35.797420
J02459.1	6315	-34.641220	-35.210114	-33.604526	-37.402546	-35.797420
J02459.1	6316	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6317	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6318	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6319	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6320	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6321	-1.039912	-0.587787	-86.783180	-0.587787	-0.587787
J02459.1	6322	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6323	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6324	-22.807035	-22.356283	-28.414961	-22.357435	-22.356859
J02459.1	6325	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6326	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6327	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6328	-32.989220	-33.528255	-31.970474	-35.658211	-34.109108
J02459.1	6329	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6330	-35.984955	-36.599316	-34.990841	-38.795338	-37.186981
J02459.1	6331	-36.678101	-37.292953	-35.683998	-39.489574	-37.880680
J02459.1	6332	-33.665840	-34.238155	-32.654694	-36.403397	-34.822697
J02459.1	6333	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6334	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6335	-29.199177	-28.911772	-29.754433	-29.029991	-28.969135
J02459.1	6336	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6337	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6338	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6339	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6340	-35.697269	-36.313576	-34.707512	-38.506596	-36.900940
J02459.1	6341	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6342	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6343	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6344	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6345	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6346	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	6347	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	6348	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	6349	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	6350	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	6351	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	6352	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	6353	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	6354	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	6355	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	6356	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	6357	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	6358	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	6359	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	6360	-inf	-39.738728	-38.129402	-41.935814	-40.326500
J02459.1	6361	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	6362	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	6363	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	6364	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	6365	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	6366	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	6367	-36.390419	-37.075527	-35.466957	-39.271667	-37.663204
J02459.1	6368	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	6369	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6370	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6371	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6372	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6373	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6374	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6375	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6376	-37.083565	-37.684769	-36.076191	-39.880917	-38.272446
J02459.1	6377	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6378	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6379	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6380	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	6381	-35.697269	-36.313576	-34.707512	-38.506596	-36.900940
J02459.1	6382	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6383	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	6384	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6385	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6386	-35.697269	-36.313576	-34.707512	-38.506596	-36.900940
J02459.1	6387	-35.697269	-36.313576	-34.707512	-38.506596	-36.900940
J02459.1	6388	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6389	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6390	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6391	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6392	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6393	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6394	-35.068661	-35.625977	-34.023212	-37.814919	-36.212933
J02459.1	6395	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6396	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6397	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6398	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6399	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6400	-33.665840	-34.238155	-32.654694	-36.403397	-34.822697
J02459.1	6401	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6402	-35.068661	-35.625977	-34.023212	-37.814919	-36.212933
J02459.1	6403	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6404	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6405	-35.697269	-36.313576	-34.707512	-38.506596	-36.900940
J02459.1	6406	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6407	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6408	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6409	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6410	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6411	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6412	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	6413	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	6414	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6415	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6416	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6417	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6418	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6419	-35.697269	-36.313576	-34.707512	-38.506596	-36.900940
J02459.1	6420	-34.480877	-35.025337	-33.422585	-37.214268	-35.612293
J02459.1	6421	-35.697269	-36.313576	-34.707512	-38.506596	-36.900940
J02459.1	6422	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6423	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6424	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	6425	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	6426	-35.137657	-35.709808	-34.103760	-37.902813	-36.297173
J02459.1	6427	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	6428	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	6429	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6430	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	6431	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6432	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6433	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6434	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6435	-37.083565	-37.684769	-36.076191	-39.880917	-38.272446
J02459.1	6436	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6437	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6438	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6439	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6440	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6441	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6442	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6443	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	6444	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6445	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6446	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6447	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6448	-37.776714	-37.986347	-36.377151	-40.183273	-38.574104
J02459.1	6449	-34.375515	-34.935207	-33.338944	-37.116173	-35.521355
J02459.1	6450	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6451	-37.776714	-38.679626	-37.070309	-40.876701	-39.267399
J02459.1	6452	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6453	-35.697269	-36.313576	-34.707512	-38.506596	-36.900940
J02459.1	6454	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6455	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	6456	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	6457	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	6458	-35.068661	-35.625977	-34.023212	-37.814919	-36.212933
