region	chr	midPos	Nsites
(147996,148495)(148000,148499)(148000,148500)	Mt	148250	501	0.068063
(148096,148595)(148100,148599)(148100,148600)	Mt	148350	501	0.070717
(148196,148695)(148200,148699)(148200,148700)	Mt	148450	501	0.076714
(148296,148795)(148300,148799)(148300,148800)	Mt	148550	501	0.081340
(148396,148895)(148400,148899)(148400,148900)	Mt	148650	501	0.085140
(148496,148995)(148500,148999)(148500,149000)	Mt	148750	501	0.083054
(148596,149095)(148600,149099)(148600,149100)	Mt	148850	501	0.081615
(148696,149195)(148700,149199)(148700,149200)	Mt	148950	501	0.073782
(148796,149295)(148800,149299)(148800,149300)	Mt	149050	501	0.072193
(148896,149395)(148900,149399)(148900,149400)	Mt	149150	501	0.065892
(148996,149495)(149000,149499)(149000,149500)	Mt	149250	501	0.070798
(149096,149595)(149100,149599)(149100,149600)	Mt	149350	501	0.068469
(149196,149695)(149200,149699)(149200,149700)	Mt	149450	501	0.076610
(149296,149795)(149300,149799)(149300,149800)	Mt	149550	501	0.069934
(149396,149895)(149400,149899)(149400,149900)	Mt	149650	501	0.073653
(149496,149995)(149500,149999)(149500,150000)	Mt	149750	501	0.071189
(149596,150095)(149600,150099)(149600,150100)	Mt	149850	501	0.071178
(149696,150195)(149700,150199)(149700,150200)	Mt	149950	501	0.071471
(149796,150295)(149800,150299)(149800,150300)	Mt	150050	501	0.079946
(149896,150395)(149900,150399)(149900,150400)	Mt	150150	501	0.079031
(149996,150495)(150000,150499)(150000,150500)	Mt	150250	501	0.081282
(150096,150595)(150100,150599)(150100,150600)	Mt	150350	501	0.079663
(150196,150695)(150200,150699)(150200,150700)	Mt	150450	501	0.080306
(150296,150795)(150300,150799)(150300,150800)	Mt	150550	501	0.077855
(150396,150895)(150400,150899)(150400,150900)	Mt	150650	501	0.078990
(150496,150995)(150500,150999)(150500,151000)	Mt	150750	501	0.075466
(150596,151095)(150600,151099)(150600,151100)	Mt	150850	501	0.078094
(150696,151195)(150700,151199)(150700,151200)	Mt	150950	501	0.072247
(150796,151295)(150800,151299)(150800,151300)	Mt	151050	501	0.076008
(150896,151395)(150900,151399)(150900,151400)	Mt	151150	501	0.080760
(150996,151495)(151000,151499)(151000,151500)	Mt	151250	501	0.084229
(151096,151595)(151100,151599)(151100,151600)	Mt	151350	501	0.081204
(151196,151695)(151200,151699)(151200,151700)	Mt	151450	501	0.080692
(151296,151795)(151300,151799)(151300,151800)	Mt	151550	501	0.073302
(151396,151895)(151400,151899)(151400,151900)	Mt	151650	501	0.066476
(151496,151995)(151500,151999)(151500,152000)	Mt	151750	501	0.064050
(151596,152095)(151600,152099)(151600,152100)	Mt	151850	501	0.069513
(151696,152195)(151700,152199)(151700,152200)	Mt	151950	501	0.071968
(151796,152295)(151800,152299)(151800,152300)	Mt	152050	501	0.072253
(151896,152395)(151900,152399)(151900,152400)	Mt	152150	501	0.066795
(151996,152495)(152000,152499)(152000,152500)	Mt	152250	501	0.067169
(152096,152595)(152100,152599)(152100,152600)	Mt	152350	501	0.063002
(152196,152695)(152200,152699)(152200,152700)	Mt	152450	501	0.067478
(152296,152795)(152300,152799)(152300,152800)	Mt	152550	501	0.072378
(152396,152895)(152400,152899)(152400,152900)	Mt	152650	501	0.081848
(152496,152995)(152500,152999)(152500,153000)	Mt	152750	501	0.081127
(152596,153095)(152600,153099)(152600,153100)	Mt	152850	501	0.081981
(152696,153195)(152700,153199)(152700,153200)	Mt	152950	501	0.075034
(152796,153295)(152800,153299)(152800,153300)	Mt	153050	501	0.074927
(152896,153395)(152900,153399)(152900,153400)	Mt	153150	501	0.072189
(152996,153495)(153000,153499)(153000,153500)	Mt	153250	501	0.071764
(153096,153595)(153100,153599)(153100,153600)	Mt	153350	501	0.078344
(153196,153695)(153200,153699)(153200,153700)	Mt	153450	501	0.086712
(153296,153795)(153300,153799)(153300,153800)	Mt	153550	501	0.091411
(153396,153895)(153400,153899)(153400,153900)	Mt	153650	501	0.090267
(153496,153995)(153500,153999)(153500,154000)	Mt	153750	501	0.096926
(153596,154095)(153600,154099)(153600,154100)	Mt	153850	501	0.089526
(153696,154195)(153700,154199)(153700,154200)	Mt	153950	501	0.082347
(153796,154295)(153800,154299)(153800,154300)	Mt	154050	501	0.073041
(153896,154395)(153900,154399)(153900,154400)	Mt	154150	501	0.073982
(153996,154495)(154000,154499)(154000,154500)	Mt	154250	501	0.073624
(154096,154595)(154100,154599)(154100,154600)	Mt	154350	501	0.079702
(154196,154695)(154200,154699)(154200,154700)	Mt	154450	501	0.077490
(154296,154795)(154300,154799)(154300,154800)	Mt	154550	501	0.080433
(154396,154895)(154400,154899)(154400,154900)	Mt	154650	501	0.074278
(154496,154995)(154500,154999)(154500,155000)	Mt	154750	501	0.074293
(154596,155095)(154600,155099)(154600,155100)	Mt	154850	501	0.069331
(154696,155195)(154700,155199)(154700,155200)	Mt	154950	501	0.069827
(154796,155295)(154800,155299)(154800,155300)	Mt	155050	501	0.066784
(154896,155395)(154900,155399)(154900,155400)	Mt	155150	501	0.069427
(154996,155495)(155000,155499)(155000,155500)	Mt	155250	501	0.064296
(155096,155595)(155100,155599)(155100,155600)	Mt	155350	501	0.061735
(155196,155695)(155200,155699)(155200,155700)	Mt	155450	501	0.065407
(155296,155795)(155300,155799)(155300,155800)	Mt	155550	501	0.061975
(155396,155895)(155400,155899)(155400,155900)	Mt	155650	501	0.070762
(155496,155995)(155500,155999)(155500,156000)	Mt	155750	501	0.075210
(155596,156095)(155600,156099)(155600,156100)	Mt	155850	501	0.081058
(155696,156195)(155700,156199)(155700,156200)	Mt	155950	501	0.080703
(155796,156295)(155800,156299)(155800,156300)	Mt	156050	501	0.086274
(155896,156395)(155900,156399)(155900,156400)	Mt	156150	501	0.077648
(155996,156495)(156000,156499)(156000,156500)	Mt	156250	501	0.069654
(156096,156595)(156100,156599)(156100,156600)	Mt	156350	501	0.067306
(156196,156695)(156200,156699)(156200,156700)	Mt	156450	501	0.065134
(156296,156795)(156300,156799)(156300,156800)	Mt	156550	501	0.067174
(156396,156895)(156400,156899)(156400,156900)	Mt	156650	501	0.068747
(156496,156995)(156500,156999)(156500,157000)	Mt	156750	501	0.075784
(156596,157095)(156600,157099)(156600,157100)	Mt	156850	501	0.076401
(156696,157195)(156700,157199)(156700,157200)	Mt	156950	501	0.073437
(156796,157295)(156800,157299)(156800,157300)	Mt	157050	501	0.075968
(156896,157395)(156900,157399)(156900,157400)	Mt	157150	501	0.072691
(156996,157495)(157000,157499)(157000,157500)	Mt	157250	501	0.072943
(157096,157595)(157100,157599)(157100,157600)	Mt	157350	501	0.072693
(157196,157695)(157200,157699)(157200,157700)	Mt	157450	501	0.075118
(157296,157795)(157300,157799)(157300,157800)	Mt	157550	501	0.074916
(157396,157895)(157400,157899)(157400,157900)	Mt	157650	501	0.079603
(157496,157995)(157500,157999)(157500,158000)	Mt	157750	501	0.074653
(157596,158095)(157600,158099)(157600,158100)	Mt	157850	501	0.072971
(157696,158195)(157700,158199)(157700,158200)	Mt	157950	501	0.072579
(157796,158295)(157800,158299)(157800,158300)	Mt	158050	501	0.063014
(157896,158395)(157900,158399)(157900,158400)	Mt	158150	501	0.062306
(157996,158495)(158000,158499)(158000,158500)	Mt	158250	501	0.065309
(158096,158595)(158100,158599)(158100,158600)	Mt	158350	501	0.069062
(158196,158695)(158200,158699)(158200,158700)	Mt	158450	501	0.069045
(158296,158795)(158300,158799)(158300,158800)	Mt	158550	501	0.074979
(158396,158895)(158400,158899)(158400,158900)	Mt	158650	501	0.076073
(158496,158995)(158500,158999)(158500,159000)	Mt	158750	501	0.079485
(158596,159095)(158600,159099)(158600,159100)	Mt	158850	501	0.076856
(158696,159195)(158700,159199)(158700,159200)	Mt	158950	501	0.080307
(158796,159295)(158800,159299)(158800,159300)	Mt	159050	501	0.078047
(158896,159395)(158900,159399)(158900,159400)	Mt	159150	501	0.075111
(158996,159495)(159000,159499)(159000,159500)	Mt	159250	501	0.068798
(159096,159595)(159100,159599)(159100,159600)	Mt	159350	501	0.067133
(159196,159695)(159200,159699)(159200,159700)	Mt	159450	501	0.068456
(159296,159795)(159300,159799)(159300,159800)	Mt	159550	501	0.071568
(159396,159895)(159400,159899)(159400,159900)	Mt	159650	501	0.073725
(159496,159995)(159500,159999)(159500,160000)	Mt	159750	501	0.071088
(159596,160095)(159600,160099)(159600,160100)	Mt	159850	501	0.071037
(159696,160195)(159700,160199)(159700,160200)	Mt	159950	501	0.066282
(159796,160295)(159800,160299)(159800,160300)	Mt	160050	501	0.064029
(159896,160395)(159900,160399)(159900,160400)	Mt	160150	501	0.069399
(159996,160495)(160000,160499)(160000,160500)	Mt	160250	501	0.070342
(160096,160595)(160100,160599)(160100,160600)	Mt	160350	501	0.067739
(160196,160695)(160200,160699)(160200,160700)	Mt	160450	501	0.063059
(160296,160795)(160300,160799)(160300,160800)	Mt	160550	501	0.068419
(160396,160895)(160400,160899)(160400,160900)	Mt	160650	501	0.067028
(160496,160995)(160500,160999)(160500,161000)	Mt	160750	501	0.070409
(160596,161095)(160600,161099)(160600,161100)	Mt	160850	501	0.073951
(160696,161195)(160700,161199)(160700,161200)	Mt	160950	501	0.083988
(160796,161295)(160800,161299)(160800,161300)	Mt	161050	501	0.075942
(160896,161395)(160900,161399)(160900,161400)	Mt	161150	501	0.073812
(160996,161495)(161000,161499)(161000,161500)	Mt	161250	501	0.070642
(161096,161595)(161100,161599)(161100,161600)	Mt	161350	501	0.072339
(161196,161695)(161200,161699)(161200,161700)	Mt	161450	501	0.071021
(161296,161795)(161300,161799)(161300,161800)	Mt	161550	501	0.070472
(161396,161895)(161400,161899)(161400,161900)	Mt	161650	501	0.068847
(161496,161995)(161500,161999)(161500,162000)	Mt	161750	501	0.073308
(161596,162095)(161600,162099)(161600,162100)	Mt	161850	501	0.069216
(161696,162195)(161700,162199)(161700,162200)	Mt	161950	501	0.068152
(161796,162295)(161800,162299)(161800,162300)	Mt	162050	501	0.067385
(161896,162395)(161900,162399)(161900,162400)	Mt	162150	501	0.068581
(161996,162495)(162000,162499)(162000,162500)	Mt	162250	501	0.066728
(162096,162595)(162100,162599)(162100,162600)	Mt	162350	501	0.069085
(162196,162695)(162200,162699)(162200,162700)	Mt	162450	501	0.068826
(162296,162795)(162300,162799)(162300,162800)	Mt	162550	501	0.079297
(162396,162895)(162400,162899)(162400,162900)	Mt	162650	501	0.072964
(162496,162995)(162500,162999)(162500,163000)	Mt	162750	501	0.070243
(162596,163095)(162600,163099)(162600,163100)	Mt	162850	501	0.072670
(162696,163195)(162700,163199)(162700,163200)	Mt	162950	501	0.069401
(162796,163295)(162800,163299)(162800,163300)	Mt	163050	501	0.070922
(162896,163395)(162900,163399)(162900,163400)	Mt	163150	501	0.076438
(162996,163495)(163000,163499)(163000,163500)	Mt	163250	501	0.084887
(163096,163595)(163100,163599)(163100,163600)	Mt	163350	501	0.087244
(163196,163695)(163200,163699)(163200,163700)	Mt	163450	501	0.092272
(163296,163795)(163300,163799)(163300,163800)	Mt	163550	501	0.084965
(163396,163895)(163400,163899)(163400,163900)	Mt	163650	501	0.079363
(163496,163995)(163500,163999)(163500,164000)	Mt	163750	501	0.076154
(163596,164095)(163600,164099)(163600,164100)	Mt	163850	501	0.072817
(163696,164195)(163700,164199)(163700,164200)	Mt	163950	501	0.071625
(163796,164295)(163800,164299)(163800,164300)	Mt	164050	501	0.075565
(163896,164395)(163900,164399)(163900,164400)	Mt	164150	501	0.079659
(163996,164495)(164000,164499)(164000,164500)	Mt	164250	501	0.080206
(164096,164595)(164100,164599)(164100,164600)	Mt	164350	501	0.076965
(164196,164695)(164200,164699)(164200,164700)	Mt	164450	501	0.070939
(164296,164795)(164300,164799)(164300,164800)	Mt	164550	501	0.067738
(164396,164895)(164400,164899)(164400,164900)	Mt	164650	501	0.063295
(164496,164995)(164500,164999)(164500,165000)	Mt	164750	501	0.056818
(164596,165095)(164600,165099)(164600,165100)	Mt	164850	501	0.056341
(164696,165195)(164700,165199)(164700,165200)	Mt	164950	501	0.060353
(164796,165295)(164800,165299)(164800,165300)	Mt	165050	501	0.054687
(164896,165395)(164900,165399)(164900,165400)	Mt	165150	501	0.086568
(164996,165495)(165000,165499)(165000,165500)	Mt	165250	501	0.109787
(165096,165595)(165100,165599)(165100,165600)	Mt	165350	501	0.107532
(165196,165695)(165200,165699)(165200,165700)	Mt	165450	501	0.116201
(165296,165795)(165300,165799)(165300,165800)	Mt	165550	501	0.112701
(165396,165895)(165400,165899)(165400,165900)	Mt	165650	501	0.112660
(165496,165995)(165500,165999)(165500,166000)	Mt	165750	501	0.118973
(165596,166095)(165600,166099)(165600,166100)	Mt	165850	501	0.120100
(165696,166195)(165700,166199)(165700,166200)	Mt	165950	501	0.118391
(165796,166295)(165800,166299)(165800,166300)	Mt	166050	501	0.116943
(165896,166395)(165900,166399)(165900,166400)	Mt	166150	501	0.122224
(165996,166495)(166000,166499)(166000,166500)	Mt	166250	501	0.118165
(166096,166595)(166100,166599)(166100,166600)	Mt	166350	501	0.118099
(166196,166695)(166200,166699)(166200,166700)	Mt	166450	501	0.113512
(166296,166795)(166300,166799)(166300,166800)	Mt	166550	501	0.114261
(166396,166895)(166400,166899)(166400,166900)	Mt	166650	501	0.105712
(166496,166995)(166500,166999)(166500,167000)	Mt	166750	501	0.103759
(166596,167095)(166600,167099)(166600,167100)	Mt	166850	501	0.104987
(166696,167195)(166700,167199)(166700,167200)	Mt	166950	501	0.105064
(166796,167295)(166800,167299)(166800,167300)	Mt	167050	501	0.105934
(166896,167395)(166900,167399)(166900,167400)	Mt	167150	501	0.109302
(166996,167495)(167000,167499)(167000,167500)	Mt	167250	501	0.111969
(167096,167595)(167100,167599)(167100,167600)	Mt	167350	501	0.113375
(167196,167695)(167200,167699)(167200,167700)	Mt	167450	501	0.113578
(167296,167795)(167300,167799)(167300,167800)	Mt	167550	501	0.119321
(167396,167895)(167400,167899)(167400,167900)	Mt	167650	501	0.120104
(167496,167995)(167500,167999)(167500,168000)	Mt	167750	501	0.119598
(167596,168095)(167600,168099)(167600,168100)	Mt	167850	501	0.118346
(167696,168195)(167700,168199)(167700,168200)	Mt	167950	501	0.121085
(167796,168295)(167800,168299)(167800,168300)	Mt	168050	501	0.114187
(167896,168395)(167900,168399)(167900,168400)	Mt	168150	501	0.109383
(167996,168495)(168000,168499)(168000,168500)	Mt	168250	501	0.108700
(168096,168595)(168100,168599)(168100,168600)	Mt	168350	501	0.109001
(168196,168695)(168200,168699)(168200,168700)	Mt	168450	501	0.102856
(168296,168795)(168300,168799)(168300,168800)	Mt	168550	501	0.103371
(168396,168895)(168400,168899)(168400,168900)	Mt	168650	501	0.104071
(168496,168995)(168500,168999)(168500,169000)	Mt	168750	501	0.104309
(168596,169095)(168600,169099)(168600,169100)	Mt	168850	501	0.112141
(168696,169195)(168700,169199)(168700,169200)	Mt	168950	501	0.112974
(168796,169295)(168800,169299)(168800,169300)	Mt	169050	501	0.113445
(168896,169395)(168900,169399)(168900,169400)	Mt	169150	501	0.112626
(168996,169495)(169000,169499)(169000,169500)	Mt	169250	501	0.115249
(169096,169595)(169100,169599)(169100,169600)	Mt	169350	501	0.111376
(169196,169695)(169200,169699)(169200,169700)	Mt	169450	501	0.112473
(169296,169795)(169300,169799)(169300,169800)	Mt	169550	501	0.113175
(169396,169895)(169400,169899)(169400,169900)	Mt	169650	501	0.117723
(169496,169995)(169500,169999)(169500,170000)	Mt	169750	501	0.125674
(169596,170095)(169600,170099)(169600,170100)	Mt	169850	501	0.125183
(169696,170195)(169700,170199)(169700,170200)	Mt	169950	501	0.127415
(169796,170295)(169800,170299)(169800,170300)	Mt	170050	501	0.127667
(169896,170395)(169900,170399)(169900,170400)	Mt	170150	501	0.130981
(169996,170495)(170000,170499)(170000,170500)	Mt	170250	501	0.122709
(170096,170595)(170100,170599)(170100,170600)	Mt	170350	501	0.120912
(170196,170695)(170200,170699)(170200,170700)	Mt	170450	501	0.117254
(170296,170795)(170300,170799)(170300,170800)	Mt	170550	501	0.116569
(170396,170895)(170400,170899)(170400,170900)	Mt	170650	501	0.101528
(170496,170995)(170500,170999)(170500,171000)	Mt	170750	501	0.108322
(170596,171095)(170600,171099)(170600,171100)	Mt	170850	501	0.109498
(170696,171195)(170700,171199)(170700,171200)	Mt	170950	501	0.108767
(170796,171295)(170800,171299)(170800,171300)	Mt	171050	501	0.118050
(170896,171395)(170900,171399)(170900,171400)	Mt	171150	501	0.124649
(170996,171495)(171000,171499)(171000,171500)	Mt	171250	501	0.124033
(171096,171595)(171100,171599)(171100,171600)	Mt	171350	501	0.127522
(171196,171695)(171200,171699)(171200,171700)	Mt	171450	501	0.128190
(171296,171795)(171300,171799)(171300,171800)	Mt	171550	501	0.122940
(171396,171895)(171400,171899)(171400,171900)	Mt	171650	501	0.129388
(171496,171995)(171500,171999)(171500,172000)	Mt	171750	501	0.127604
(171596,172095)(171600,172099)(171600,172100)	Mt	171850	501	0.129559
(171696,172195)(171700,172199)(171700,172200)	Mt	171950	501	0.132955
(171796,172295)(171800,172299)(171800,172300)	Mt	172050	501	0.132690
(171896,172395)(171900,172399)(171900,172400)	Mt	172150	501	0.123894
(171996,172495)(172000,172499)(172000,172500)	Mt	172250	501	0.124070
(172096,172595)(172100,172599)(172100,172600)	Mt	172350	501	0.121896
(172196,172695)(172200,172699)(172200,172700)	Mt	172450	501	0.113962
(172296,172795)(172300,172799)(172300,172800)	Mt	172550	501	0.113948
(172396,172895)(172400,172899)(172400,172900)	Mt	172650	501	0.114615
(172496,172995)(172500,172999)(172500,173000)	Mt	172750	501	0.116863
(172596,173095)(172600,173099)(172600,173100)	Mt	172850	501	0.110906
(172696,173195)(172700,173199)(172700,173200)	Mt	172950	501	0.120283
(172796,173295)(172800,173299)(172800,173300)	Mt	173050	501	0.120603
(172896,173395)(172900,173399)(172900,173400)	Mt	173150	501	0.124355
(172996,173495)(173000,173499)(173000,173500)	Mt	173250	501	0.123652
(173096,173595)(173100,173599)(173100,173600)	Mt	173350	501	0.125514
(173196,173695)(173200,173699)(173200,173700)	Mt	173450	501	0.120267
(173296,173795)(173300,173799)(173300,173800)	Mt	173550	501	0.128508
(173396,173895)(173400,173899)(173400,173900)	Mt	173650	501	0.124431
(173496,173995)(173500,173999)(173500,174000)	Mt	173750	501	0.123962
(173596,174095)(173600,174099)(173600,174100)	Mt	173850	501	0.125985
(173696,174195)(173700,174199)(173700,174200)	Mt	173950	501	0.133324
(173796,174295)(173800,174299)(173800,174300)	Mt	174050	501	0.128074
(173896,174395)(173900,174399)(173900,174400)	Mt	174150	501	0.128072
(173996,174495)(174000,174499)(174000,174500)	Mt	174250	501	0.127381
(174096,174595)(174100,174599)(174100,174600)	Mt	174350	501	0.123484
(174196,174695)(174200,174699)(174200,174700)	Mt	174450	501	0.117332
(174296,174795)(174300,174799)(174300,174800)	Mt	174550	501	0.118347
(174396,174895)(174400,174899)(174400,174900)	Mt	174650	501	0.118109
(174496,174995)(174500,174999)(174500,175000)	Mt	174750	501	0.088475
(174596,175095)(174600,175099)(174600,175100)	Mt	174850	501	0.083589
(174696,175195)(174700,175199)(174700,175200)	Mt	174950	501	0.071696
(174796,175295)(174800,175299)(174800,175300)	Mt	175050	501	0.070084
(174896,175395)(174900,175399)(174900,175400)	Mt	175150	501	0.067706
(174996,175495)(175000,175499)(175000,175500)	Mt	175250	501	0.066105
(175096,175595)(175100,175599)(175100,175600)	Mt	175350	501	0.060307
(175196,175695)(175200,175699)(175200,175700)	Mt	175450	501	0.069511
(175296,175795)(175300,175799)(175300,175800)	Mt	175550	501	0.069508
(175396,175895)(175400,175899)(175400,175900)	Mt	175650	501	0.068074
(175496,175995)(175500,175999)(175500,176000)	Mt	175750	501	0.069754
(175596,176095)(175600,176099)(175600,176100)	Mt	175850	501	0.075556
(175696,176195)(175700,176199)(175700,176200)	Mt	175950	501	0.064756
(175796,176295)(175800,176299)(175800,176300)	Mt	176050	501	0.065116
(175896,176395)(175900,176399)(175900,176400)	Mt	176150	501	0.070298
(175996,176495)(176000,176499)(176000,176500)	Mt	176250	501	0.070974
(176096,176595)(176100,176599)(176100,176600)	Mt	176350	501	0.068323
(176196,176695)(176200,176699)(176200,176700)	Mt	176450	501	0.069050
(176296,176795)(176300,176799)(176300,176800)	Mt	176550	501	0.070409
(176396,176895)(176400,176899)(176400,176900)	Mt	176650	501	0.071048
(176496,176995)(176500,176999)(176500,177000)	Mt	176750	501	0.068618
(176596,177095)(176600,177099)(176600,177100)	Mt	176850	501	0.070428
(176696,177195)(176700,177199)(176700,177200)	Mt	176950	501	0.076238
(176796,177295)(176800,177299)(176800,177300)	Mt	177050	501	0.074918
(176896,177395)(176900,177399)(176900,177400)	Mt	177150	501	0.075575
(176996,177495)(177000,177499)(177000,177500)	Mt	177250	501	0.078802
(177096,177595)(177100,177599)(177100,177600)	Mt	177350	501	0.093088
(177196,177695)(177200,177699)(177200,177700)	Mt	177450	501	0.091841
(177296,177795)(177300,177799)(177300,177800)	Mt	177550	501	0.091588
(177396,177895)(177400,177899)(177400,177900)	Mt	177650	501	0.089928
(177496,177995)(177500,177999)(177500,178000)	Mt	177750	501	0.090320
(177596,178095)(177600,178099)(177600,178100)	Mt	177850	501	0.074625
(177696,178195)(177700,178199)(177700,178200)	Mt	177950	501	0.078077
(177796,178295)(177800,178299)(177800,178300)	Mt	178050	501	0.075171
(177896,178395)(177900,178399)(177900,178400)	Mt	178150	501	0.077258
(177996,178495)(178000,178499)(178000,178500)	Mt	178250	501	0.072822
(178096,178595)(178100,178599)(178100,178600)	Mt	178350	501	0.076057
(178196,178695)(178200,178699)(178200,178700)	Mt	178450	501	0.064588
(178296,178795)(178300,178799)(178300,178800)	Mt	178550	501	0.070233
(178396,178895)(178400,178899)(178400,178900)	Mt	178650	501	0.069432
(178496,178995)(178500,178999)(178500,179000)	Mt	178750	501	0.069366
(178596,179095)(178600,179099)(178600,179100)	Mt	178850	501	0.065412
(178696,179195)(178700,179199)(178700,179200)	Mt	178950	501	0.070484
(178796,179295)(178800,179299)(178800,179300)	Mt	179050	501	0.071467
(178896,179395)(178900,179399)(178900,179400)	Mt	179150	501	0.071164
(178996,179495)(179000,179499)(179000,179500)	Mt	179250	501	0.068867
(179096,179595)(179100,179599)(179100,179600)	Mt	179350	501	0.068107
(179196,179695)(179200,179699)(179200,179700)	Mt	179450	501	0.066310
(179296,179795)(179300,179799)(179300,179800)	Mt	179550	501	0.059286
(179396,179895)(179400,179899)(179400,179900)	Mt	179650	501	0.056961
(179496,179995)(179500,179999)(179500,180000)	Mt	179750	501	0.064322
(179596,180095)(179600,180099)(179600,180100)	Mt	179850	501	0.065316
(179696,180195)(179700,180199)(179700,180200)	Mt	179950	501	0.068640
(179796,180295)(179800,180299)(179800,180300)	Mt	180050	501	0.078364
(179896,180395)(179900,180399)(179900,180400)	Mt	180150	501	0.084670
(179996,180495)(180000,180499)(180000,180500)	Mt	180250	501	0.081990
(180096,180595)(180100,180599)(180100,180600)	Mt	180350	501	0.086713
(180196,180695)(180200,180699)(180200,180700)	Mt	180450	501	0.088211
(180296,180795)(180300,180799)(180300,180800)	Mt	180550	501	0.081845
(180396,180895)(180400,180899)(180400,180900)	Mt	180650	501	0.073451
(180496,180995)(180500,180999)(180500,181000)	Mt	180750	501	0.077352
(180596,181095)(180600,181099)(180600,181100)	Mt	180850	501	0.073932
(180696,181195)(180700,181199)(180700,181200)	Mt	180950	501	0.073174
(180796,181295)(180800,181299)(180800,181300)	Mt	181050	501	0.075983
(180896,181395)(180900,181399)(180900,181400)	Mt	181150	501	0.079670
(180996,181495)(181000,181499)(181000,181500)	Mt	181250	501	0.075368
(181096,181595)(181100,181599)(181100,181600)	Mt	181350	501	0.077807
(181196,181695)(181200,181699)(181200,181700)	Mt	181450	501	0.075113
(181296,181795)(181300,181799)(181300,181800)	Mt	181550	501	0.070240
(181396,181895)(181400,181899)(181400,181900)	Mt	181650	501	0.065519
(181496,181995)(181500,181999)(181500,182000)	Mt	181750	501	0.067254
(181596,182095)(181600,182099)(181600,182100)	Mt	181850	501	0.062934
(181696,182195)(181700,182199)(181700,182200)	Mt	181950	501	0.063656
(181796,182295)(181800,182299)(181800,182300)	Mt	182050	501	0.067330
(181896,182395)(181900,182399)(181900,182400)	Mt	182150	501	0.068587
(181996,182495)(182000,182499)(182000,182500)	Mt	182250	501	0.067610
(182096,182595)(182100,182599)(182100,182600)	Mt	182350	501	0.070117
(182196,182695)(182200,182699)(182200,182700)	Mt	182450	501	0.071383
(182296,182795)(182300,182799)(182300,182800)	Mt	182550	501	0.070750
(182396,182895)(182400,182899)(182400,182900)	Mt	182650	501	0.069471
(182496,182995)(182500,182999)(182500,183000)	Mt	182750	501	0.067804
(182596,183095)(182600,183099)(182600,183100)	Mt	182850	501	0.072756
(182696,183195)(182700,183199)(182700,183200)	Mt	182950	501	0.068016
(182796,183295)(182800,183299)(182800,183300)	Mt	183050	501	0.072671
(182896,183395)(182900,183399)(182900,183400)	Mt	183150	501	0.073559
(182996,183495)(183000,183499)(183000,183500)	Mt	183250	501	0.077138
(183096,183595)(183100,183599)(183100,183600)	Mt	183350	501	0.071060
(183196,183695)(183200,183699)(183200,183700)	Mt	183450	501	0.073697
(183296,183795)(183300,183799)(183300,183800)	Mt	183550	501	0.073632
(183396,183895)(183400,183899)(183400,183900)	Mt	183650	501	0.078476
(183496,183995)(183500,183999)(183500,184000)	Mt	183750	501	0.075627
(183596,184095)(183600,184099)(183600,184100)	Mt	183850	501	0.081656
(183696,184195)(183700,184199)(183700,184200)	Mt	183950	501	0.081696
(183796,184295)(183800,184299)(183800,184300)	Mt	184050	501	0.078043
(183896,184395)(183900,184399)(183900,184400)	Mt	184150	501	0.077561
(183996,184495)(184000,184499)(184000,184500)	Mt	184250	501	0.078098
(184096,184595)(184100,184599)(184100,184600)	Mt	184350	501	0.074108
(184196,184695)(184200,184699)(184200,184700)	Mt	184450	501	0.076119
(184296,184795)(184300,184799)(184300,184800)	Mt	184550	501	0.074273
(184396,184895)(184400,184899)(184400,184900)	Mt	184650	501	0.070684
(184496,184995)(184500,184999)(184500,185000)	Mt	184750	501	0.076477
(184596,185095)(184600,185099)(184600,185100)	Mt	184850	501	0.070948
(184696,185195)(184700,185199)(184700,185200)	Mt	184950	501	0.068609
(184796,185295)(184800,185299)(184800,185300)	Mt	185050	501	0.071218
(184896,185395)(184900,185399)(184900,185400)	Mt	185150	501	0.068124
(184996,185495)(185000,185499)(185000,185500)	Mt	185250	501	0.059667
(185096,185595)(185100,185599)(185100,185600)	Mt	185350	501	0.065721
(185196,185695)(185200,185699)(185200,185700)	Mt	185450	501	0.065914
(185296,185795)(185300,185799)(185300,185800)	Mt	185550	501	0.061372
(185396,185895)(185400,185899)(185400,185900)	Mt	185650	501	0.062576
(185496,185995)(185500,185999)(185500,186000)	Mt	185750	501	0.067327
(185596,186095)(185600,186099)(185600,186100)	Mt	185850	501	0.064665
(185696,186195)(185700,186199)(185700,186200)	Mt	185950	501	0.065141
(185796,186295)(185800,186299)(185800,186300)	Mt	186050	501	0.074831
(185896,186395)(185900,186399)(185900,186400)	Mt	186150	501	0.083067
(185996,186495)(186000,186499)(186000,186500)	Mt	186250	501	0.085652
(186096,186595)(186100,186599)(186100,186600)	Mt	186350	501	0.089317
(186196,186695)(186200,186699)(186200,186700)	Mt	186450	501	0.084865
(186296,186795)(186300,186799)(186300,186800)	Mt	186550	501	0.076377
(186396,186895)(186400,186899)(186400,186900)	Mt	186650	501	0.073136
(186496,186995)(186500,186999)(186500,187000)	Mt	186750	501	0.070463
(186596,187095)(186600,187099)(186600,187100)	Mt	186850	501	0.068332
(186696,187195)(186700,187199)(186700,187200)	Mt	186950	501	0.071122
